시간,rate
2022-02-05 00:00:00,3.0
2022-02-06 00:00:00,1.0
2022-02-07 00:00:00,0.625
2022-02-08 00:00:00,-0.38462
2022-02-09 00:00:00,-0.5
2022-02-10 00:00:00,1.25
2022-02-11 00:00:00,0.55556
2022-02-12 00:00:00,0.78571
2022-02-13 00:00:00,0.28
2022-02-14 00:00:00,0.34375
2022-02-15 00:00:00,0.30233
2022-02-16 00:00:00,0.16071
2022-02-17 00:00:00,0.18462
2022-02-18 00:00:00,0.32468
2022-02-19 00:00:00,0.04902
2022-02-20 00:00:00,0.11215
2022-02-21 00:00:00,0.35294
2022-02-22 00:00:00,0.04348
2022-02-23 00:00:00,0.79167
2022-02-24 00:00:00,0.70764
2022-02-25 00:00:00,0.20233
2022-02-26 00:00:00,0.99353
2022-02-27 00:00:00,0.37825
2022-02-28 00:00:00,0.13133
2022-03-01 00:00:00,-0.0583
2022-03-02 00:00:00,0.00608
2022-03-03 00:00:00,-0.01978
2022-03-04 00:00:00,0.16368
