시간,rate
2022-03-09 00:00:00,0.6
2022-03-10 00:00:00,0.625
2022-03-11 00:00:00,0.61538
2022-03-12 00:00:00,0.38095
2022-03-13 00:00:00,0.24138
2022-03-14 00:00:00,0.27778
2022-03-15 00:00:00,0.28261
2022-03-16 00:00:00,0.98305
2022-03-17 00:00:00,-0.03419
2022-03-18 00:00:00,0.30973
2022-03-19 00:00:00,0.18919
2022-03-20 00:00:00,0.17045
2022-03-21 00:00:00,0.45631
2022-03-22 00:00:00,0.32
2022-03-23 00:00:00,0.43687
2022-03-24 00:00:00,0.25308
2022-03-25 00:00:00,0.12903
2022-03-26 00:00:00,0.34783
2022-03-27 00:00:00,0.37696
2022-03-28 00:00:00,0.34203
2022-03-29 00:00:00,0.17157
2022-03-30 00:00:00,0.26394
2022-03-31 00:00:00,0.17548
2022-04-01 00:00:00,0.00573
2022-04-02 00:00:00,0.11567
2022-04-03 00:00:00,0.04545
2022-04-04 00:00:00,-0.49194
2022-04-05 00:00:00,0.97452
2022-04-06 00:00:00,0.13343
2022-04-07 00:00:00,0.18604
2022-04-08 00:00:00,0.05126
2022-04-09 00:00:00,-0.07615
2022-04-10 00:00:00,0.06154
2022-04-11 00:00:00,-0.04146
2022-04-12 00:00:00,0.02346
2022-04-13 00:00:00,0.01164
2022-04-14 00:00:00,0.01115
