시간,rate
2021-03-27 00:00:00,4.0
2021-03-28 00:00:00,0.4
2021-03-29 00:00:00,0.14286
2021-03-30 00:00:00,0.25
2021-03-31 00:00:00,0.2
2021-04-01 00:00:00,0.41667
2021-04-02 00:00:00,0.17647
2021-04-03 00:00:00,0.2
2021-04-04 00:00:00,0.29167
2021-04-05 00:00:00,0.20968
2021-04-06 00:00:00,0.22667
2021-04-07 00:00:00,0.23913
2021-04-08 00:00:00,0.33333
2021-04-09 00:00:00,0.13816
2021-04-10 00:00:00,0.27168
2021-04-11 00:00:00,0.32273
2021-04-12 00:00:00,0.17526
2021-04-13 00:00:00,0.23977
2021-04-14 00:00:00,0.20283
2021-04-15 00:00:00,0.2451
2021-04-16 00:00:00,0.18425
2021-04-17 00:00:00,0.20612
2021-04-18 00:00:00,0.14443
2021-04-19 00:00:00,0.16667
2021-04-20 00:00:00,0.16268
2021-04-21 00:00:00,0.20739
2021-04-22 00:00:00,0.13765
2021-04-23 00:00:00,0.06308
2021-04-24 00:00:00,-0.00973
