시간,rate
2022-01-28 00:00:00,0.0
2022-01-29 00:00:00,0.5
2022-01-30 00:00:00,0.5
2022-01-31 00:00:00,-0.11111
2022-02-01 00:00:00,0.375
2022-02-02 00:00:00,0.45455
2022-02-03 00:00:00,0.125
2022-02-04 00:00:00,0.38889
2022-02-05 00:00:00,0.52
2022-02-06 00:00:00,0.18421
2022-02-07 00:00:00,0.35556
2022-02-08 00:00:00,0.45902
2022-02-09 00:00:00,0.32584
2022-02-10 00:00:00,0.27966
2022-02-11 00:00:00,0.35099
2022-02-12 00:00:00,0.39216
2022-02-13 00:00:00,0.30282
2022-02-14 00:00:00,0.30541
2022-02-15 00:00:00,0.2588
2022-02-16 00:00:00,0.19243
2022-02-17 00:00:00,0.27172
2022-02-18 00:00:00,0.36334
2022-02-19 00:00:00,0.07399
2022-02-20 00:00:00,0.10444
2022-02-21 00:00:00,0.01811
2022-02-22 00:00:00,0.08827
2022-02-23 00:00:00,0.13136
2022-02-24 00:00:00,0.02568
2022-02-25 00:00:00,0.08764
2022-02-26 00:00:00,0.05324
2022-02-27 00:00:00,0.01913
2022-02-28 00:00:00,0.0706
2022-03-01 00:00:00,0.01962
2022-03-02 00:00:00,-0.05485
2022-03-03 00:00:00,0.09485
2022-03-04 00:00:00,-0.10364
2022-03-05 00:00:00,0.05737
2022-03-06 00:00:00,0.01962
2022-03-07 00:00:00,-0.01924
