시간,rate
2021-06-20 00:00:00,2.0
2021-06-21 00:00:00,2.33333
2021-06-22 00:00:00,0.8
2021-06-23 00:00:00,0.5
2021-06-24 00:00:00,0.59259
2021-06-25 00:00:00,0.46512
2021-06-26 00:00:00,0.30159
2021-06-27 00:00:00,0.30488
2021-06-28 00:00:00,0.23364
2021-06-29 00:00:00,0.31061
2021-06-30 00:00:00,0.24277
2021-07-01 00:00:00,0.30698
2021-07-02 00:00:00,0.24911
2021-07-03 00:00:00,0.18234
2021-07-04 00:00:00,0.10361
2021-07-05 00:00:00,0.06769
2021-07-06 00:00:00,-0.0184
2021-07-07 00:00:00,0.03542
2021-07-08 00:00:00,0.02817
2021-07-09 00:00:00,-0.00783
2021-07-10 00:00:00,0.05523
2021-07-11 00:00:00,0.05047
2021-07-12 00:00:00,0.02669
2021-07-13 00:00:00,0.0312
2021-07-14 00:00:00,0.01849
2021-07-15 00:00:00,0.0132
2021-07-16 00:00:00,0.0342
2021-07-17 00:00:00,0.02677
2021-07-18 00:00:00,0.01534
2021-07-19 00:00:00,0.04532
2021-07-20 00:00:00,0.01445
2021-07-21 00:00:00,-0.02707
2021-07-22 00:00:00,0.01903
2021-07-23 00:00:00,0.03448
2021-07-24 00:00:00,0.01528
2021-07-25 00:00:00,0.01915
2021-07-26 00:00:00,-0.00671
