시간,rate
2021-09-03 00:00:00,1.33333
2021-09-04 00:00:00,-0.85714
2021-09-05 00:00:00,13.0
2021-09-06 00:00:00,0.14286
2021-09-07 00:00:00,0.125
2021-09-08 00:00:00,0.0
2021-09-09 00:00:00,-0.88889
2021-09-10 00:00:00,20.5
2021-09-11 00:00:00,1.67442
2021-09-12 00:00:00,-0.03478
2021-09-13 00:00:00,0.42342
2021-09-14 00:00:00,1.29747
2021-09-15 00:00:00,0.27548
2021-09-16 00:00:00,0.14039
2021-09-17 00:00:00,0.50379
2021-09-18 00:00:00,0.43073
2021-09-19 00:00:00,0.33891
2021-09-20 00:00:00,0.39645
2021-09-21 00:00:00,0.01083
2021-09-22 00:00:00,0.00466
2021-09-23 00:00:00,0.02133
2021-09-24 00:00:00,0.01725
2021-09-25 00:00:00,0.02276
2021-09-26 00:00:00,0.02225
2021-09-27 00:00:00,0.01152
2021-09-28 00:00:00,0.05401
2021-09-29 00:00:00,0.00721
2021-09-30 00:00:00,0.00596
2021-10-01 00:00:00,0.01225
2021-10-02 00:00:00,0.06284
2021-10-03 00:00:00,0.04187
2021-10-04 00:00:00,0.01163
2021-10-05 00:00:00,0.01045
