시간,rate
2021-03-27 00:00:00,0.0
2021-03-28 00:00:00,1.5
2021-03-29 00:00:00,-0.2
2021-03-30 00:00:00,0.375
2021-03-31 00:00:00,0.54545
2021-04-01 00:00:00,0.29412
2021-04-02 00:00:00,0.18182
2021-04-03 00:00:00,0.46154
2021-04-04 00:00:00,0.28947
2021-04-05 00:00:00,0.30612
2021-04-06 00:00:00,0.1875
2021-04-07 00:00:00,0.13158
2021-04-08 00:00:00,0.45349
2021-04-09 00:00:00,0.328
2021-04-10 00:00:00,0.31928
2021-04-11 00:00:00,0.22831
2021-04-12 00:00:00,0.14126
2021-04-13 00:00:00,0.15309
2021-04-14 00:00:00,0.14972
2021-04-15 00:00:00,0.23833
2021-04-16 00:00:00,0.19444
2021-04-17 00:00:00,0.201
2021-04-18 00:00:00,0.20332
2021-04-19 00:00:00,0.15057
2021-04-20 00:00:00,0.13187
2021-04-21 00:00:00,0.27891
2021-04-22 00:00:00,0.13389
2021-04-23 00:00:00,0.11808
2021-04-24 00:00:00,0.10289
