시간,rate
2022-03-24 00:00:00,0.0
2022-03-25 00:00:00,1.0
2022-03-26 00:00:00,1.0
2022-03-27 00:00:00,0.75
2022-03-28 00:00:00,0.85714
2022-03-29 00:00:00,0.69231
2022-03-30 00:00:00,0.40909
2022-03-31 00:00:00,0.41935
2022-04-01 00:00:00,0.72727
2022-04-02 00:00:00,0.39474
2022-04-03 00:00:00,0.45283
2022-04-04 00:00:00,0.54545
2022-04-05 00:00:00,0.47059
2022-04-06 00:00:00,0.46286
2022-04-07 00:00:00,0.46484
2022-04-08 00:00:00,0.452
2022-04-09 00:00:00,0.29201
2022-04-10 00:00:00,0.24094
2022-04-11 00:00:00,0.16781
2022-04-12 00:00:00,0.11084
2022-04-13 00:00:00,0.06799
2022-04-14 00:00:00,0.11823
2022-04-15 00:00:00,0.2488
2022-04-16 00:00:00,0.24127
2022-04-17 00:00:00,0.17362
2022-04-18 00:00:00,-0.12924
2022-04-19 00:00:00,-0.06394
2022-04-20 00:00:00,0.06831
2022-04-21 00:00:00,0.23967
2022-04-22 00:00:00,0.03953
2022-04-23 00:00:00,0.15846
2022-04-24 00:00:00,-0.06691
2022-04-25 00:00:00,-0.30575
2022-04-26 00:00:00,-0.12355
2022-04-27 00:00:00,-0.15308
2022-04-28 00:00:00,-0.23895
2022-04-29 00:00:00,-0.39043
2022-04-30 00:00:00,-0.50666
2022-05-01 00:00:00,-0.4858
