시간,rate
2022-03-23 00:00:00,0.625
2022-03-24 00:00:00,0.23077
2022-03-25 00:00:00,0.5625
2022-03-26 00:00:00,0.4
2022-03-27 00:00:00,0.34286
2022-03-28 00:00:00,0.46809
2022-03-29 00:00:00,0.28986
2022-03-30 00:00:00,0.30337
2022-03-31 00:00:00,0.50862
2022-04-01 00:00:00,0.41143
2022-04-02 00:00:00,0.37652
2022-04-03 00:00:00,0.40882
2022-04-04 00:00:00,0.36952
2022-04-05 00:00:00,0.29878
2022-04-06 00:00:00,0.17958
2022-04-07 00:00:00,0.12438
2022-04-08 00:00:00,0.01062
2022-04-09 00:00:00,0.0613
2022-04-10 00:00:00,0.04043
2022-04-11 00:00:00,0.20539
2022-04-12 00:00:00,0.07829
2022-04-13 00:00:00,0.00915
2022-04-14 00:00:00,0.10157
2022-04-15 00:00:00,0.24588
2022-04-16 00:00:00,0.19339
2022-04-17 00:00:00,0.20007
2022-04-18 00:00:00,-0.1618
2022-04-19 00:00:00,-0.06789
2022-04-20 00:00:00,-0.21811
2022-04-21 00:00:00,-0.06596
2022-04-22 00:00:00,16.47709
2022-04-23 00:00:00,-0.91986
2022-04-24 00:00:00,0.11663
2022-04-25 00:00:00,0.15822
2022-04-26 00:00:00,0.12232
2022-04-27 00:00:00,0.06815
2022-04-28 00:00:00,0.10924
2022-04-29 00:00:00,-0.13093
2022-04-30 00:00:00,-0.16096
2022-05-01 00:00:00,-0.10129
