시간,rate
2021-04-02 00:00:00,1.5
2021-04-03 00:00:00,1.0
2021-04-04 00:00:00,0.6
2021-04-05 00:00:00,0.3125
2021-04-06 00:00:00,0.28571
2021-04-07 00:00:00,0.25926
2021-04-08 00:00:00,0.20588
2021-04-09 00:00:00,0.2439
2021-04-10 00:00:00,0.31373
2021-04-11 00:00:00,0.31343
2021-04-12 00:00:00,0.26136
2021-04-13 00:00:00,0.17117
2021-04-14 00:00:00,0.42308
2021-04-15 00:00:00,0.35676
2021-04-16 00:00:00,0.28287
2021-04-17 00:00:00,0.36335
2021-04-18 00:00:00,0.31891
2021-04-19 00:00:00,0.15889
2021-04-20 00:00:00,0.08048
2021-04-21 00:00:00,0.05379
2021-04-22 00:00:00,0.06152
2021-04-23 00:00:00,0.03699
2021-04-24 00:00:00,0.02973
2021-04-25 00:00:00,-0.00115
2021-04-26 00:00:00,0.0104
2021-04-27 00:00:00,-0.00915
2021-04-28 00:00:00,0.0
2021-04-29 00:00:00,0.01732
2021-04-30 00:00:00,-0.01022
2021-05-01 00:00:00,-0.12729
2021-05-02 00:00:00,0.01971
2021-05-03 00:00:00,-0.02835
2021-05-04 00:00:00,-0.03846
2021-05-05 00:00:00,-0.08138
2021-05-06 00:00:00,-0.10661
2021-05-07 00:00:00,-0.10084
2021-05-08 00:00:00,-0.03364
2021-05-09 00:00:00,-0.06576
2021-05-10 00:00:00,-0.11801
2021-05-11 00:00:00,-0.0892
2021-05-12 00:00:00,-0.08247
2021-05-13 00:00:00,0.07865
2021-05-14 00:00:00,-0.01042
2021-05-15 00:00:00,-0.11842
2021-05-16 00:00:00,-0.2806
2021-05-17 00:00:00,0.05394
2021-05-18 00:00:00,0.33858
