시간,rate
2021-05-01 00:00:00,0.8
2021-05-02 00:00:00,0.33333
2021-05-03 00:00:00,0.33333
2021-05-04 00:00:00,0.25
2021-05-05 00:00:00,0.5
2021-05-06 00:00:00,0.1
2021-05-07 00:00:00,0.30303
2021-05-08 00:00:00,0.34884
2021-05-09 00:00:00,0.36207
2021-05-10 00:00:00,0.16456
2021-05-11 00:00:00,0.43478
2021-05-12 00:00:00,0.23485
2021-05-13 00:00:00,0.3865
2021-05-14 00:00:00,0.27876
2021-05-15 00:00:00,0.23875
2021-05-16 00:00:00,0.26816
2021-05-17 00:00:00,0.25551
2021-05-18 00:00:00,0.01579
2021-05-19 00:00:00,0.27461
2021-05-20 00:00:00,0.15989
2021-05-21 00:00:00,0.12033
2021-05-22 00:00:00,0.07195
2021-05-23 00:00:00,0.05837
2021-05-24 00:00:00,0.05147
2021-05-25 00:00:00,0.01136
2021-05-26 00:00:00,0.02074
2021-05-27 00:00:00,0.03895
2021-05-28 00:00:00,-0.01222
2021-05-29 00:00:00,-0.05528
2021-05-30 00:00:00,-0.08646
2021-05-31 00:00:00,-0.1501
2021-06-01 00:00:00,-0.1856
2021-06-02 00:00:00,-0.15608
2021-06-03 00:00:00,0.00655
2021-06-04 00:00:00,-0.04553
2021-06-05 00:00:00,-0.08688
2021-06-06 00:00:00,-0.08022
2021-06-07 00:00:00,-0.13387
2021-06-08 00:00:00,-0.01639
2021-06-09 00:00:00,-0.19286
2021-06-10 00:00:00,-0.0236
2021-06-11 00:00:00,-0.01208
2021-06-12 00:00:00,0.02446
2021-06-13 00:00:00,-0.08955
2021-06-14 00:00:00,-0.00328
