시간,rate
2021-06-05 00:00:00,0.33333
2021-06-06 00:00:00,0.25
2021-06-07 00:00:00,0.35
2021-06-08 00:00:00,0.2963
2021-06-09 00:00:00,0.37143
2021-06-10 00:00:00,0.20833
2021-06-11 00:00:00,0.34483
2021-06-12 00:00:00,0.29487
2021-06-13 00:00:00,0.32673
2021-06-14 00:00:00,0.46269
2021-06-15 00:00:00,0.36735
2021-06-16 00:00:00,0.45896
2021-06-17 00:00:00,0.29412
2021-06-18 00:00:00,0.29249
2021-06-19 00:00:00,0.22783
2021-06-20 00:00:00,0.31382
2021-06-21 00:00:00,0.25024
2021-06-22 00:00:00,0.26005
2021-06-23 00:00:00,0.09567
2021-06-24 00:00:00,0.11642
2021-06-25 00:00:00,0.05312
2021-06-26 00:00:00,0.16581
2021-06-27 00:00:00,0.04167
2021-06-28 00:00:00,0.07654
2021-06-29 00:00:00,0.06467
2021-06-30 00:00:00,0.08893
