시간,rate
2022-02-25 00:00:00,-0.12308
2022-02-26 00:00:00,0.20175
2022-02-27 00:00:00,0.73723
2022-02-28 00:00:00,0.39076
2022-03-01 00:00:00,0.34441
2022-03-02 00:00:00,0.30787
2022-03-03 00:00:00,0.2457
2022-03-04 00:00:00,0.27172
2022-03-05 00:00:00,0.36334
2022-03-06 00:00:00,0.07399
2022-03-07 00:00:00,0.10444
2022-03-08 00:00:00,-0.11335
2022-03-09 00:00:00,0.14523
2022-03-10 00:00:00,0.00264
2022-03-11 00:00:00,0.08827
2022-03-12 00:00:00,0.02119
2022-03-13 00:00:00,0.01186
2022-03-14 00:00:00,0.12771
2022-03-15 00:00:00,-0.07377
2022-03-16 00:00:00,0.12227
2022-03-17 00:00:00,0.13243
2022-03-18 00:00:00,-0.06884
