시간,rate
2022-03-23 00:00:00,5.0
2022-03-24 00:00:00,1.66667
2022-03-25 00:00:00,0.4375
2022-03-26 00:00:00,0.43478
2022-03-27 00:00:00,0.30303
2022-03-28 00:00:00,0.11628
2022-03-29 00:00:00,0.22917
2022-03-30 00:00:00,0.67797
2022-03-31 00:00:00,0.33333
2022-04-01 00:00:00,0.57576
2022-04-02 00:00:00,0.40865
2022-04-03 00:00:00,0.45734
2022-04-04 00:00:00,0.47073
2022-04-05 00:00:00,0.38694
2022-04-06 00:00:00,0.30769
2022-04-07 00:00:00,0.23178
2022-04-08 00:00:00,0.17748
2022-04-09 00:00:00,0.1138
2022-04-10 00:00:00,0.10815
2022-04-11 00:00:00,0.05199
2022-04-12 00:00:00,0.04476
2022-04-13 00:00:00,0.04909
