시간,rate
2022-01-28 00:00:00,1.0
2022-01-29 00:00:00,0.25
2022-01-30 00:00:00,0.8
2022-01-31 00:00:00,0.55556
2022-02-01 00:00:00,0.5
2022-02-02 00:00:00,0.19048
2022-02-03 00:00:00,0.68
2022-02-04 00:00:00,0.33333
2022-02-05 00:00:00,0.25
2022-02-06 00:00:00,0.27143
2022-02-07 00:00:00,0.31461
2022-02-08 00:00:00,0.33333
2022-02-09 00:00:00,0.32051
2022-02-10 00:00:00,0.41748
2022-02-11 00:00:00,0.39041
2022-02-12 00:00:00,0.37192
2022-02-13 00:00:00,0.39318
2022-02-14 00:00:00,0.24871
2022-02-15 00:00:00,0.11249
2022-02-16 00:00:00,0.05937
2022-02-17 00:00:00,0.0613
2022-02-18 00:00:00,0.25165
2022-02-19 00:00:00,0.16348
2022-02-20 00:00:00,0.21473
2022-02-21 00:00:00,0.17677
2022-02-22 00:00:00,0.2719
2022-02-23 00:00:00,0.14958
2022-02-24 00:00:00,0.10491
2022-02-25 00:00:00,0.08243
2022-02-26 00:00:00,0.08296
2022-02-27 00:00:00,0.01088
2022-02-28 00:00:00,-0.0766
2022-03-01 00:00:00,0.10538
