시간,rate
2021-04-28 00:00:00,0.75
2021-04-29 00:00:00,0.28571
2021-04-30 00:00:00,0.55556
2021-05-01 00:00:00,0.28571
2021-05-02 00:00:00,0.38889
2021-05-03 00:00:00,0.48
2021-05-04 00:00:00,0.35135
2021-05-05 00:00:00,0.4
2021-05-06 00:00:00,0.24286
2021-05-07 00:00:00,0.22989
2021-05-08 00:00:00,0.29907
2021-05-09 00:00:00,0.28777
2021-05-10 00:00:00,0.2905
2021-05-11 00:00:00,0.38961
2021-05-12 00:00:00,0.33022
2021-05-13 00:00:00,0.25527
2021-05-14 00:00:00,0.28918
2021-05-15 00:00:00,0.31548
2021-05-16 00:00:00,0.27613
2021-05-17 00:00:00,0.22328
2021-05-18 00:00:00,0.18041
2021-05-19 00:00:00,0.09791
2021-05-20 00:00:00,0.09081
2021-05-21 00:00:00,0.06979
2021-05-22 00:00:00,0.03635
2021-05-23 00:00:00,0.02383
2021-05-24 00:00:00,0.00834
2021-05-25 00:00:00,-0.00871
2021-05-26 00:00:00,0.0246
2021-05-27 00:00:00,0.003
2021-05-28 00:00:00,0.01625
2021-05-29 00:00:00,-0.00926
2021-05-30 00:00:00,-0.01656
