시간,rate
2021-05-01 00:00:00,-0.92105
2021-05-02 00:00:00,0.0
2021-05-03 00:00:00,0.83333
2021-05-04 00:00:00,-0.09091
2021-05-05 00:00:00,0.9
2021-05-06 00:00:00,0.52632
2021-05-07 00:00:00,-0.34483
2021-05-08 00:00:00,1.31579
2021-05-09 00:00:00,0.18182
2021-05-10 00:00:00,0.26923
2021-05-11 00:00:00,0.34848
2021-05-12 00:00:00,0.26966
2021-05-13 00:00:00,0.38938
2021-05-14 00:00:00,0.36943
2021-05-15 00:00:00,0.26047
2021-05-16 00:00:00,0.19188
2021-05-17 00:00:00,0.14861
2021-05-18 00:00:00,0.22102
2021-05-19 00:00:00,0.26049
2021-05-20 00:00:00,0.29422
2021-05-21 00:00:00,0.22733
2021-05-22 00:00:00,0.2194
2021-05-23 00:00:00,0.17179
2021-05-24 00:00:00,0.21065
2021-05-25 00:00:00,0.23646
2021-05-26 00:00:00,0.16392
2021-05-27 00:00:00,0.09787
2021-05-28 00:00:00,0.08834
2021-05-29 00:00:00,0.03818
2021-05-30 00:00:00,0.0125
2021-05-31 00:00:00,0.00917
2021-06-01 00:00:00,0.03319
2021-06-02 00:00:00,-0.01995
2021-06-03 00:00:00,-0.0069
2021-06-04 00:00:00,0.03475
2021-06-05 00:00:00,0.02149
2021-06-06 00:00:00,0.01183
2021-06-07 00:00:00,0.00195
2021-06-08 00:00:00,0.00486
2021-06-09 00:00:00,0.01678
2021-06-10 00:00:00,-0.02158
2021-06-11 00:00:00,0.02433
2021-06-12 00:00:00,0.02945
2021-06-13 00:00:00,-0.00892
2021-06-14 00:00:00,0.02328
