시간,rate
2022-04-27 00:00:00,0.76923
2022-04-28 00:00:00,0.26087
2022-04-29 00:00:00,0.03448
2022-04-30 00:00:00,0.63333
2022-05-01 00:00:00,0.2449
2022-05-02 00:00:00,0.29508
2022-05-03 00:00:00,0.40506
2022-05-04 00:00:00,0.21622
2022-05-05 00:00:00,0.63704
2022-05-06 00:00:00,0.61991
2022-05-07 00:00:00,0.30726
2022-05-08 00:00:00,0.08974
2022-05-09 00:00:00,0.31765
2022-05-10 00:00:00,0.21726
2022-05-11 00:00:00,0.15526
2022-05-12 00:00:00,0.31534
2022-05-13 00:00:00,0.33628
2022-05-14 00:00:00,0.03612
