시간,rate
2022-04-27 00:00:00,6.0
2022-04-28 00:00:00,0.42857
2022-04-29 00:00:00,0.35
2022-04-30 00:00:00,0.44444
2022-05-01 00:00:00,0.4359
2022-05-02 00:00:00,0.41071
2022-05-03 00:00:00,0.46835
2022-05-04 00:00:00,0.35345
2022-05-05 00:00:00,0.42038
2022-05-06 00:00:00,0.47534
2022-05-07 00:00:00,0.43465
2022-05-08 00:00:00,0.37924
2022-05-09 00:00:00,0.37174
2022-05-10 00:00:00,0.33035
2022-05-11 00:00:00,0.20539
2022-05-12 00:00:00,0.21788
2022-05-13 00:00:00,0.19438
2022-05-14 00:00:00,0.07393
2022-05-15 00:00:00,0.19088
2022-05-16 00:00:00,0.17005
2022-05-17 00:00:00,0.04363
2022-05-18 00:00:00,0.07132
2022-05-19 00:00:00,0.06915
2022-05-20 00:00:00,0.15566
2022-05-21 00:00:00,0.07664
2022-05-22 00:00:00,0.03861
2022-05-23 00:00:00,0.04299
