시간,rate
2022-04-21 00:00:00,1.0
2022-04-22 00:00:00,1.75
2022-04-23 00:00:00,1.22727
2022-04-24 00:00:00,0.38776
2022-04-25 00:00:00,0.33824
2022-04-26 00:00:00,0.2967
2022-04-27 00:00:00,0.44915
2022-04-28 00:00:00,0.25731
2022-04-29 00:00:00,0.36279
2022-04-30 00:00:00,0.30375
2022-05-01 00:00:00,19.02618
2022-05-02 00:00:00,-0.94693
2022-05-03 00:00:00,0.16256
2022-05-04 00:00:00,0.30932
2022-05-05 00:00:00,0.43851
2022-05-06 00:00:00,0.35546
2022-05-07 00:00:00,0.26722
2022-05-08 00:00:00,0.30517
2022-05-09 00:00:00,0.20271
2022-05-10 00:00:00,0.03713
2022-05-11 00:00:00,0.09493
2022-05-12 00:00:00,0.23071
2022-05-13 00:00:00,0.2591
2022-05-14 00:00:00,0.15244
2022-05-15 00:00:00,0.0792
2022-05-16 00:00:00,-0.02249
2022-05-17 00:00:00,-0.09887
2022-05-18 00:00:00,0.21792
2022-05-19 00:00:00,0.09311
2022-05-20 00:00:00,0.03804
2022-05-21 00:00:00,-0.04463
2022-05-22 00:00:00,0.12916
2022-05-23 00:00:00,-0.00711
2022-05-24 00:00:00,-0.03143
