시간,rate
2022-05-22 00:00:00,0.21891
2022-05-23 00:00:00,0.22449
2022-05-24 00:00:00,0.27667
2022-05-25 00:00:00,0.22977
2022-05-26 00:00:00,0.24416
2022-05-27 00:00:00,0.27645
2022-05-28 00:00:00,0.23128
2022-05-29 00:00:00,0.15744
2022-05-30 00:00:00,0.19043
2022-05-31 00:00:00,0.22301
2022-06-01 00:00:00,0.23905
2022-06-02 00:00:00,0.00104
2022-06-03 00:00:00,0.06857
2022-06-04 00:00:00,0.09285
2022-06-05 00:00:00,-0.18683
2022-06-06 00:00:00,-0.15919
2022-06-07 00:00:00,-0.22511
2022-06-08 00:00:00,-0.1251
2022-06-09 00:00:00,0.2428
2022-06-10 00:00:00,-0.08958
2022-06-11 00:00:00,-0.07888
2022-06-12 00:00:00,-0.15838
2022-06-13 00:00:00,-0.47374
2022-06-14 00:00:00,-0.51767
2022-06-15 00:00:00,-0.5
