시간,rate
2021-02-18 00:00:00,0.5
2021-02-19 00:00:00,0.66667
2021-02-20 00:00:00,0.6
2021-02-21 00:00:00,-0.125
2021-02-22 00:00:00,1.42857
2021-02-23 00:00:00,0.35294
2021-02-24 00:00:00,0.30435
2021-02-25 00:00:00,0.16667
2021-02-26 00:00:00,0.22857
2021-02-27 00:00:00,0.32558
2021-02-28 00:00:00,0.31579
2021-03-01 00:00:00,0.30667
2021-03-02 00:00:00,0.26531
2021-03-03 00:00:00,0.34677
2021-03-04 00:00:00,0.29341
2021-03-05 00:00:00,0.5463
2021-03-06 00:00:00,0.34132
2021-03-07 00:00:00,0.31473
2021-03-08 00:00:00,0.17148
2021-03-09 00:00:00,0.06667
2021-03-10 00:00:00,0.08152
2021-03-11 00:00:00,0.01131
2021-03-12 00:00:00,-0.00745
2021-03-13 00:00:00,-0.01752
2021-03-14 00:00:00,-0.02803
2021-03-15 00:00:00,-0.07995
2021-03-16 00:00:00,0.01567
2021-03-17 00:00:00,-0.00281
2021-03-18 00:00:00,-0.07032
