시간,rate
2021-03-27 00:00:00,0.0
2021-03-28 00:00:00,1.75
2021-03-29 00:00:00,0.27273
2021-03-30 00:00:00,-0.28571
2021-03-31 00:00:00,1.4
2021-04-01 00:00:00,0.125
2021-04-02 00:00:00,0.22222
2021-04-03 00:00:00,0.27273
2021-04-04 00:00:00,0.2619
2021-04-05 00:00:00,0.22642
2021-04-06 00:00:00,0.16923
2021-04-07 00:00:00,0.13158
2021-04-08 00:00:00,0.0814
2021-04-09 00:00:00,0.30108
2021-04-10 00:00:00,0.33058
2021-04-11 00:00:00,0.2795
2021-04-12 00:00:00,0.25728
2021-04-13 00:00:00,0.18919
2021-04-14 00:00:00,0.17857
2021-04-15 00:00:00,0.24518
2021-04-16 00:00:00,0.19248
2021-04-17 00:00:00,0.27273
2021-04-18 00:00:00,0.18367
2021-04-19 00:00:00,0.21305
2021-04-20 00:00:00,0.18883
2021-04-21 00:00:00,0.30231
2021-04-22 00:00:00,0.23344
2021-04-23 00:00:00,0.11749
2021-04-24 00:00:00,0.26974
