시간,rate
2022-02-05 00:00:00,-0.88372
2022-02-06 00:00:00,0.8
2022-02-07 00:00:00,0.44444
2022-02-08 00:00:00,0.30769
2022-02-09 00:00:00,0.41176
2022-02-10 00:00:00,0.375
2022-02-11 00:00:00,0.39394
2022-02-12 00:00:00,0.41304
2022-02-13 00:00:00,0.44615
2022-02-14 00:00:00,0.5
2022-02-15 00:00:00,0.35461
2022-02-16 00:00:00,0.61257
2022-02-17 00:00:00,0.68182
2022-02-18 00:00:00,0.32046
2022-02-19 00:00:00,0.31871
2022-02-20 00:00:00,0.33925
2022-02-21 00:00:00,0.14238
2022-02-22 00:00:00,0.06014
2022-02-23 00:00:00,0.29733
2022-02-24 00:00:00,15.6196
2022-02-25 00:00:00,-0.9216
2022-02-26 00:00:00,0.0651
2022-02-27 00:00:00,0.14161
2022-02-28 00:00:00,0.20319
2022-03-01 00:00:00,0.13903
2022-03-02 00:00:00,0.033
2022-03-03 00:00:00,-0.09725
2022-03-04 00:00:00,0.25267
