시간,rate
2022-04-02 00:00:00,0.30435
2022-04-03 00:00:00,0.16667
2022-04-04 00:00:00,0.14286
2022-04-05 00:00:00,0.15
2022-04-06 00:00:00,0.13043
2022-04-07 00:00:00,0.09615
2022-04-08 00:00:00,0.12281
2022-04-09 00:00:00,0.21875
2022-04-10 00:00:00,0.25641
2022-04-11 00:00:00,0.32653
2022-04-12 00:00:00,0.35385
2022-04-13 00:00:00,0.36932
2022-04-14 00:00:00,0.3195
2022-04-15 00:00:00,-0.30189
2022-04-16 00:00:00,1.02252
2022-04-17 00:00:00,0.29621
2022-04-18 00:00:00,0.27835
2022-04-19 00:00:00,0.52957
2022-04-20 00:00:00,0.34886
2022-04-21 00:00:00,0.22476
2022-04-22 00:00:00,0.21755
2022-04-23 00:00:00,0.23329
2022-04-24 00:00:00,0.11123
2022-04-25 00:00:00,0.06376
2022-04-26 00:00:00,0.14984
