시간,rate
2021-05-02 00:00:00,0.66667
2021-05-03 00:00:00,0.5
2021-05-04 00:00:00,0.4
2021-05-05 00:00:00,0.09524
2021-05-06 00:00:00,0.3913
2021-05-07 00:00:00,0.28125
2021-05-08 00:00:00,0.14634
2021-05-09 00:00:00,0.38298
2021-05-10 00:00:00,0.26154
2021-05-11 00:00:00,0.20732
2021-05-12 00:00:00,0.34343
2021-05-13 00:00:00,0.22556
2021-05-14 00:00:00,0.39264
2021-05-15 00:00:00,0.3348
2021-05-16 00:00:00,0.33333
2021-05-17 00:00:00,0.25248
2021-05-18 00:00:00,0.24111
2021-05-19 00:00:00,0.27389
2021-05-20 00:00:00,0.25125
2021-05-21 00:00:00,0.06494
2021-05-22 00:00:00,0.05066
2021-05-23 00:00:00,0.05804
2021-05-24 00:00:00,0.0557
2021-05-25 00:00:00,0.13909
2021-05-26 00:00:00,0.10246
2021-05-27 00:00:00,0.14195
2021-05-28 00:00:00,0.12263
2021-05-29 00:00:00,0.07051
2021-05-30 00:00:00,0.03664
2021-05-31 00:00:00,0.03266
2021-06-01 00:00:00,0.03293
2021-06-02 00:00:00,0.02559
2021-06-03 00:00:00,0.01595
2021-06-04 00:00:00,0.00161
2021-06-05 00:00:00,0.02532
2021-06-06 00:00:00,0.00274
2021-06-07 00:00:00,-0.00665
2021-06-08 00:00:00,0.00118
2021-06-09 00:00:00,-0.01179
2021-06-10 00:00:00,-0.00597
2021-06-11 00:00:00,-0.0024
2021-06-12 00:00:00,0.00401
2021-06-13 00:00:00,-0.00839
2021-06-14 00:00:00,-0.02579
